Fecha,Dialogo
"\""2022-07-06","Establecemos comunicación con el doctor Alcocer para que se dé la cita y ustedes procedan. Y si requieren que les apoyen, les acompañen, que la directora del DIF, Nuria Fernández, les atienda para ir allá y apoyar al niño.

INTERLOCUTOR"
"\""2022-07-06"," Sí. Ahí te pido, Jesús, sobre los tres casos"
"\""2022-07-06","Bueno, que lo vea María Luisa Albores para ver si se cuenta con los permisos de impacto ambiental, todo lo que tiene que ver con la construcción y que tengamos un informe de qué se está haciendo ahí. Vamos a pedirle a María Luisa, de Semarnat, que nos ayude y nos presente un informe y pueda atender a los campesinos, que se establezca comunicación.

Nada más que tenemos que esperar a que regrese María Luisa porque está en la ONU precisamente presentando una denuncia por destrucción del territorio, que se está pues haciendo del conocimiento de autoridades internacionales, de organismos internacionales, es lo de Calica, en Quintana Roo.

INTERLOCUTOR"
"\""2022-07-06"," Pues nada más informar de que en ese tiempo, que hubo un despido masivo de trabajadores transitorios, yo participé y los ayudé, y cumplí, porque logramos con un movimiento pacífico que se les liquidara a todos los trabajadores. Incluso tuve problemas en ese entonces porque, como siempre, ¿no?, se me acusó de agitador y de revoltoso. 

Pero todos recibieron un pago y hay la historia sobre eso, todos, estuve aquí en el Zócalo con ellos y se llegó al acuerdo de que les tenían que pagar una indemnización. Eso fue en 1994 o 95, fue en aquellos tiempos que estábamos en la oposición. Era Salinas, en efecto, el presidente y Camacho el jefe de gobierno. Y se les pagó a todos.

Y también aclarar, o sea, porque yo los compromisos los cumplo. Me vas a dejar copia del documento para ver la fecha, porque a lo mejor eso fue antes de que se les pagara.

INTERLOCUTOR"
"\""2022-07-06"," No, sí está mal —fíjate como son las cosas— sí está mal, porque no les puedes pagar dos veces.

INTERLOCUTOR"
"\""2022-07-06"," Ah, no, sí, sí, sí, dialogar.

Pero a todos, a todos, a todos recordarles, porque brotan. Bueno, la gente tiene esperanza en que las cosas cambien, mejoren, que haya justicia, nos tienen confianza, yo entiendo todo eso, pero también se debe entender de que nosotros somos simplemente administradores del dinero del pueblo y que el presupuesto es sagrado. No es que alguien organiza a un grupo que pudo ser víctima de una injusticia hace 30 años y ‘a ver, ahora usted tiene que hacerse cargo’.

Lo hacemos en algunos casos. Ya les platicaba yo de una expropiación o agraria de 1979 en el istmo, de tres mil hectáreas, y como ahora pasa por ahí, siempre ha pasado, pero se está rehabilitando el tren del istmo dicen"
"\""2022-07-06"," No, pero vamos a resolverlo, que venga Pablo mañana, ¿te parece?

INTERLOCUTOR"
"\""2022-07-06"," Para que no pase del mes.

INTERLOCUTOR"
"\""2022-07-06"," No, todos escuchan, lo que pasa es que hay bastante trabajo y hay que estar recordando y empujando para que las cosas caminen. 

‘En Palacio las cosas caminan despacio’, ya tiene nota el Reforma. 

INTERLOCUTOR"
"\""2022-07-06"," Sí, es un tema que llevo para tratar con el presidente Biden. No sé si convenga que yo les adelante sobre la propuesta concreta, específica, pienso que debo de esperar hasta el 12, pero sí asegurarles que es un tema central y que mi propuesta al presidente Biden es una opción, es una alternativa buena para ambos pueblos y para los dos países en materia de migración.

Miren, hay mucha simulación en este tema, como en otros, sólo menciono una"
"\""2022-07-06"," Y porque se mantiene desde hace mucho tiempo una política injusta de pagarle menos al trabajador indocumentado y de poderlo correr cuando les da la gana. ¿Cómo va a crecer una nación sin fuerza de trabajo?

Entonces mi planteamiento es"
"\""2022-07-06"," Ah, sí, pero hay que enfrentar todas esas resistencias. Si no —es como aquí y como en cualquier país—, si no hay una política atrevida en beneficio de los pueblos, ni se resuelve nada ni se tiene nunca el apoyo de la gente. Son momentos de tomar decisiones, es una crisis mundial y hacen falta tomar decisiones.

Y qué voy a estar pensando en Bob Menéndez… ¿O cómo es?

INTERLOCUTOR"
"\""2022-07-06","Menéndez. ¿Qué va a decir Bob Menéndez, si se trata de asuntos de Estado, de nación?

Que el New York Times, que el Reforma. No, hay que transformar. Si se va a seguir con la misma política de siempre, pues va a continuar la decadencia, es un proceso de degradación progresivo.

Y hay ejemplos en el mundo y en Estados Unidos de decisiones firmes, lo que hizo el presidente Franklin Delano Roosevelt, que le tocó enfrentar la crisis económica y cambió la política, y sacó a su pueblo de la crisis y recuperó la confianza de muchos en que había futuro en esa gran nación. Pero fortaleció al sector público, impulsó la actividad productiva, estableció una medida que los conservadores dirían ahora ‘es populismo’"
"\""2022-07-06"," O Leo Zuckermann.

INTERLOCUTOR"
"\""2022-07-06"," Sí, sí, Leo Zuckermann, o Krauze.

A ver, ¿por qué no pones lo de…? ¿No tienen por ahí, antes de que terminemos? Allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del Reforma. 

INTERLOCUTOR"
"\""2022-07-06"," Tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes.

INTERLOCUTOR"
"\""2022-07-06"," No tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? Un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. No, de los que se dan baños de pureza, del doble discurso, de la doble moral.

Si me dicen"
"\""2022-07-06"," No, es que aguanten, cada quien tiene su criterio y somos libres.

Pero si les dicen que me ayudan, por ejemplo, contesten"
"\""2022-07-06"," Sí, no, sí puedo. ​

INTERLOCUTOR"
"\""2022-07-06"," No, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la Constitución y a las leyes. Y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.

En el caso del presidente, una de las reformas a la Constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la Constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. Esa fue una reforma que se aprobó por iniciativa nuestra en el Congreso.

INTERLOCUTOR"
"\""2022-07-06"," Él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. En el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves.

INTERLOCUTOR"
"\""2022-07-06"," Por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.

INTERVENCIÓN"
"\""2022-07-06"," Se puede denunciar, y somos libres.

Y además no descalifico al autor del libro ni a nadie, pero tenemos que probar, no es denunciar por denunciar. 

Entonces, hasta lo que yo tengo conocimiento y no soy cómplice de nadie, no establezco relaciones de complicidad con nadie, el fiscal no ha cometido delitos graves y por eso yo no he solicitado la remoción del fiscal, así de claro. 

Y cada quien tiene su manera de pensar. Yo, como presidente y responsable de la gobernabilidad del país, tengo que buscar que mantengamos la paz, la tranquilidad en México. 

Aunque no les guste a nuestros adversarios, conservadores, tenemos paz, tranquilidad. Quisiera yo que fuese plena, trabajo todos los días con ese propósito. Pero no es que vivamos en la anarquía, en el desorden.

¿Cuántas manifestaciones en contra del gobierno ha habido? ¿Cuántas veces han llenado el Zócalo para protestar en contra del gobierno? Se ha llenado el Zócalo, ¿eh? como en tres veces, dos ocasiones, porque por la pandemia no, lo han hecho las mujeres, pero eso es una lucha no en contra del gobierno. Sí, también en contra del gobierno y en defensa de sus derechos legítimos.

Pero ¿qué pasó con Frenaa? ¿Por qué no convoca Claudio X González al Zócalo?

Porque, a diferencia del ambiente que están queriendo recrear nuestros adversarios, la gente tiene confianza en el gobierno. Y hay que ver la cara, las caras de la gente, hay esperanza.

Y, bueno, si todo esto es subjetivo pues vámonos a las encuestas. Si estuviésemos tan mal, tan mal, como lo sostiene a diario el Reformay El Universal, y los columnistas conservadores, reaccionarios, pues habría una gran inconformidad.

Sí existe, desde luego, un sector conservador que está furioso y cada vez se enfurecen más porque la realidad los va desmintiendo. Imagínense, para un conservador el que se haya comprado una refinería en Estados Unidos, que en el tiempo de su admirado Salinas se había compartido con Shell y que se toma la decisión de comprarla, y en seis meses se paga, el coraje de los expertos.

Nada más imaginen cómo se sienten los que pronosticaron de que ya no se iba a necesitar el petróleo y que íbamos a los carros eléctricos, y que no midieron los tiempos. Claro que vamos y necesitamos la transición energética, pero eso lleva tiempo, no es una cosa menor.

Nosotros llevamos cuatro años buscando garantizar el internet para todos y cuando entramos pensamos que iba a ser ‘papita’, o torta de tamal o torta chilaquil o tamales de chipilín; no, no. Y no nos ha faltado presupuesto y tenemos muy buenos técnicos, pero no hay todavía la tecnología, porque se adelantaron demasiado, o sea, va más allá la propaganda de la realidad.

Entonces, por eso están muy molestos.

Imagínense si nosotros no hubiésemos rehabilitado las refinerías, si no hubiésemos optado por empezar a construir Dos Bocas, si no compramos la refinería de Deer Park, cómo estaríamos.

El coraje que les da de que el peso no se ha devaluado, el coraje que les produce que en esta inflación mundial México es de los países menos afectados. Entonces, vamos nosotros a seguir adelante, siendo muy respetuosos de todos y tomando decisiones.

Y sí está actuando la fiscalía. Está mal que yo hable aquí de algunos personajes; es más, no los voy a mencionar, pero están detenidos personajes que en otros tiempos pero ni en sueños si no se hubiesen dado estos cambios.

Otra cuestión también que hay que tomar en cuenta es que ese diseño de autonomía de la fiscalía es el equivalente a todos los órganos autónomos que fueron creando para dejar sin poder, o rodear por completo al presidente.

Entonces, vamos a continuar adelante y felicidades al autor del libro.

INTERLOCUTOR"
"\""2022-07-06"," Sí. Y muchas gracias a ustedes, los que nos ayudan. Son muy pocos, es una minoría. Eso sí, pocos, pero mejores.

Ya vamos… ¿No trajeron la lupa? Pásamela. Pónmela ahí. 

Ya terminamos porque, si no… Queda pendiente para mañana. Es que quiero una foto de esta, quiero la foto.

Miren, ni con los espejuelos que usaba mi abuela Úrsula.

Y antes —esto está en la primera sección ¿verdad? Pero la primera sección, sí— antes estaba en la sección… La aclaración se ponía —no en Reforma, en general— donde había el derecho a la réplica, porque no en todos los periódicos había. En los periódicos del movimiento revolucionario sí se garantizaba siempre un espacio para los opositores, para la réplica, en el periodismo de antes; luego ya sólo en algunos periódicos. Y la réplica se ponía en la sección B, C de la página 32 y luego de varios días de haberse dado la noticia falsa.

¿Cuántos días tardaron ellos en la…?

JESÚS RAMÍREZ CUEVAS, COORDINADOR GENERAL DE COMUNICACIÓN SOCIAL Y VOCERO DE PRESIDENCIA"
"\""2022-07-06"," O sea, al día siguiente. Hay que agradecerlo.

Bueno, nos vemos mañana. Adiós, adiós.
"
"\""2022-07-05","Buenos días, buenas tardes. Ánimo, ánimo.

Bueno, pues vamos a informar hoy, miércoles, como lo hacemos todas las semanas, sobre quién es quién en las mentiras. Va a informarnos Ana Elizabeth García Vilchis.

Y también va a informar Jesús Ramírez, nuestro secretario, coordinador de Comunicación Social, que nos ayuda mucho, nos apoya bastante. No tiene mucho aparato, como era antes, que tenían hasta asesores, especialistas en imagen y tenían que estar mucho tiempo en las relaciones públicas, y desayunaban y comían y cenaban con comunicadores o informantes, ahora es una labor de comunicación eficaz; lo más importante, veraz y austera. Y ha cumplido con creces, en demasía, Jesús Ramírez. 

Entonces, él nos va a informar sobre la decisión que se tomó de destinar una cantidad de la partida de publicidad del gobierno para apoyar a auténticos periodistas que trabajan por su cuenta y no tienen seguridad social. Entonces, vamos a informar. Se creó un comité, ya ustedes lo saben, para recibir las solicitudes. Ya se inscribieron muchos, o algunos, faltan todavía, y ya hay los primeros resultados y se va a informar sobre eso.

También, para que se sepa. Hablando de comunicación, siempre hemos dicho que no es fácil que las cosas se sepan. A veces piensa uno que una noticia llega a todos lados; pues no. Aunque se trate de una noticia muy interesante o escandalosa y se esté repitiendo una semana, pues llega al 70 por ciento de la población; si no es tan importante, pues queda en ciertos sectores. Masificar la información no es asunto fácil. 

En nuestro país todavía la televisión sigue siendo el medio que tiene más cobertura; ya no como antes, que tenía 80 por ciento, o 70, y la radio 20 y los periódicos 10, pues ya no es así, pero sí, todavía la televisión debe de estar en las encuestas, cuando le pregunta a uno a la gente por qué medio te enteras de las noticias, la televisión debe de estar como en 45 por ciento todavía y las redes sociales como un 30, esa debe ser la proporción, 45-30; luego, la radio, que debe de tener como 15, los periódicos deben de tener cinco y el resto es a través de familias y las prácticas o las conversaciones, la comunicación que se da de boca en boca.

Bueno, pues vamos a escuchar a Ana Elizabeth, a ver cómo estuvo la semana.

ANA ELIZABETH GARCÍA VILCHIS"
"\""2022-07-05"," El tercero de aquí, usted, usted, usted. Allá empezamos.

PREGUNTA"
"\""2022-07-05"," Lo vamos a ver hoy mismo también.

INTERLOCUTOR"
"\""2022-07-05"," Sí, sí, nada más que en unos días porque tiene COVID, Adán. Ya se va a incorporar, yo creo que en estos días ya y se establece la cita, que te pongas de acuerdo con Jesús. Y sí, Adán recibe a la mamá.

INTERLOCUTOR"
"\""2022-07-05"," Sí, lo vemos.

INTERLOCUTOR"
"\""2022-07-05"," Sí, vamos viendo, todo lo que podamos ayudar en estos fraudes, y es cosa de ver a la consejera jurídica, Estela Ríos, y a Pablo Gómez.

INTERLOCUTOR"
"\""2022-07-05","Estamos trabajando en Veracruz y en otros estados en los programas de desarrollo urbano, se está avanzando.

Y vamos a pedirle a Román que venga aquí y nos informe sobre cómo va el programa de intervenciones de espacios públicos, de las obras de desarrollo urbano que se están llevando a cabo en distintos lugares del país.

Se procura que sea una intervención de acciones integrales. Por ejemplo, se está trabajando en el istmo, por el plan de comunicación de ferrocarril, de los puertos, y en las comunidades por donde pasa el tren, en los municipios, ahí se está invirtiendo y está trabajando Sedatu.

Lo mismo en el Tren Maya, lo mismo en las ciudades fronterizas, sobre todo en colonias populares. Aquí en el Valle de México, en las ciudades con más marginación, como Chimalhuacán, Ecatepec, en todas esas ciudades hay trabajo. 

En las ciudades turísticas, por los contrastes, que hay hoteles de gran lujo y donde viven los trabajadores son colonias abandonadas, sin servicios, sin espacios para la recreación, para el deporte, ahí también se está trabajando.

Entonces, vamos a pedirle a Román que venga.

INTERLOCUTOR"
"\""2022-07-05"," Sí, sí, sí. Para que nos informe, puede ser la semana próxima.

INTERVENCIÓN"
"\""2022-07-05"," A ver, a ver, bueno, hay un orden, pero es que, si no… Y luego vas tú y luego… Sí, ya se pusieron… Ya saben ¿verdad?

PREGUNTA"
"\""2022-07-05","Bueno, pues que vamos a dar respuesta a tu solicitud.

Pienso que, antes de solicitar que se atraiga el caso, vamos a que la secretaria de Seguridad Pública, Rosa Icela Rodríguez, hable con el gobierno, con quien corresponda; si es necesario, con el gobernador de Querétaro, seguramente ellos están haciendo una investigación, y si vemos que no se está actuando pues entonces sí procedemos al mecanismo de atracción del caso, le solicitamos a la fiscalía, respetuosamente, que considere atraer el caso.

Pero que podamos ver hoy lo que se está haciendo en Querétaro y enviar a un grupo de personas a hacer la investigación completa de cómo están las cosas y te damos respuesta, en este caso, mañana.

Eso por lo que corresponde a la investigación y al delito, y a los presuntos responsables, las causas, móviles, todo eso.

Y en cuanto a la salud, que es lo más importante, claro que sí, ustedes pueden ayudar con el Politécnico, y le vamos a pedir al doctor Alcocer que atienda también el planteamiento de ustedes.

INTERLOCUTOR"
"\""2022-07-05","Establecemos comunicación con el doctor Alcocer para que se dé la cita y ustedes procedan. Y si requieren que les apoyen, les acompañen, que la directora del DIF, Nuria Fernández, les atienda para ir allá y apoyar al niño.

INTERLOCUTOR"
"\""2022-07-05"," Sí. Ahí te pido, Jesús, sobre los tres casos"
"\""2022-07-05","Bueno, que lo vea María Luisa Albores para ver si se cuenta con los permisos de impacto ambiental, todo lo que tiene que ver con la construcción y que tengamos un informe de qué se está haciendo ahí. Vamos a pedirle a María Luisa, de Semarnat, que nos ayude y nos presente un informe y pueda atender a los campesinos, que se establezca comunicación.

Nada más que tenemos que esperar a que regrese María Luisa porque está en la ONU precisamente presentando una denuncia por destrucción del territorio, que se está pues haciendo del conocimiento de autoridades internacionales, de organismos internacionales, es lo de Calica, en Quintana Roo.

INTERLOCUTOR"
"\""2022-07-05"," Pues nada más informar de que en ese tiempo, que hubo un despido masivo de trabajadores transitorios, yo participé y los ayudé, y cumplí, porque logramos con un movimiento pacífico que se les liquidara a todos los trabajadores. Incluso tuve problemas en ese entonces porque, como siempre, ¿no?, se me acusó de agitador y de revoltoso. 

Pero todos recibieron un pago y hay la historia sobre eso, todos, estuve aquí en el Zócalo con ellos y se llegó al acuerdo de que les tenían que pagar una indemnización. Eso fue en 1994 o 95, fue en aquellos tiempos que estábamos en la oposición. Era Salinas, en efecto, el presidente y Camacho el jefe de gobierno. Y se les pagó a todos.

Y también aclarar, o sea, porque yo los compromisos los cumplo. Me vas a dejar copia del documento para ver la fecha, porque a lo mejor eso fue antes de que se les pagara.

INTERLOCUTOR"
"\""2022-07-05"," No, sí está mal —fíjate como son las cosas— sí está mal, porque no les puedes pagar dos veces.

INTERLOCUTOR"
"\""2022-07-05"," Ah, no, sí, sí, sí, dialogar.

Pero a todos, a todos, a todos recordarles, porque brotan. Bueno, la gente tiene esperanza en que las cosas cambien, mejoren, que haya justicia, nos tienen confianza, yo entiendo todo eso, pero también se debe entender de que nosotros somos simplemente administradores del dinero del pueblo y que el presupuesto es sagrado. No es que alguien organiza a un grupo que pudo ser víctima de una injusticia hace 30 años y ‘a ver, ahora usted tiene que hacerse cargo’.

Lo hacemos en algunos casos. Ya les platicaba yo de una expropiación o agraria de 1979 en el istmo, de tres mil hectáreas, y como ahora pasa por ahí, siempre ha pasado, pero se está rehabilitando el tren del istmo dicen"
"\""2022-07-05"," No, pero vamos a resolverlo, que venga Pablo mañana, ¿te parece?

INTERLOCUTOR"
"\""2022-07-05"," Para que no pase del mes.

INTERLOCUTOR"
"\""2022-07-05"," No, todos escuchan, lo que pasa es que hay bastante trabajo y hay que estar recordando y empujando para que las cosas caminen. 

‘En Palacio las cosas caminan despacio’, ya tiene nota el Reforma. 

INTERLOCUTOR"
"\""2022-07-05"," Sí, es un tema que llevo para tratar con el presidente Biden. No sé si convenga que yo les adelante sobre la propuesta concreta, específica, pienso que debo de esperar hasta el 12, pero sí asegurarles que es un tema central y que mi propuesta al presidente Biden es una opción, es una alternativa buena para ambos pueblos y para los dos países en materia de migración.

Miren, hay mucha simulación en este tema, como en otros, sólo menciono una"
"\""2022-07-05"," Y porque se mantiene desde hace mucho tiempo una política injusta de pagarle menos al trabajador indocumentado y de poderlo correr cuando les da la gana. ¿Cómo va a crecer una nación sin fuerza de trabajo?

Entonces mi planteamiento es"
"\""2022-07-05"," Ah, sí, pero hay que enfrentar todas esas resistencias. Si no —es como aquí y como en cualquier país—, si no hay una política atrevida en beneficio de los pueblos, ni se resuelve nada ni se tiene nunca el apoyo de la gente. Son momentos de tomar decisiones, es una crisis mundial y hacen falta tomar decisiones.

Y qué voy a estar pensando en Bob Menéndez… ¿O cómo es?

INTERLOCUTOR"
"\""2022-07-05","Menéndez. ¿Qué va a decir Bob Menéndez, si se trata de asuntos de Estado, de nación?

Que el New York Times, que el Reforma. No, hay que transformar. Si se va a seguir con la misma política de siempre, pues va a continuar la decadencia, es un proceso de degradación progresivo.

Y hay ejemplos en el mundo y en Estados Unidos de decisiones firmes, lo que hizo el presidente Franklin Delano Roosevelt, que le tocó enfrentar la crisis económica y cambió la política, y sacó a su pueblo de la crisis y recuperó la confianza de muchos en que había futuro en esa gran nación. Pero fortaleció al sector público, impulsó la actividad productiva, estableció una medida que los conservadores dirían ahora ‘es populismo’"
"\""2022-07-05"," O Leo Zuckermann.

INTERLOCUTOR"
"\""2022-07-05"," Sí, sí, Leo Zuckermann, o Krauze.

A ver, ¿por qué no pones lo de…? ¿No tienen por ahí, antes de que terminemos? Allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del Reforma. 

INTERLOCUTOR"
"\""2022-07-05"," Tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes.

INTERLOCUTOR"
"\""2022-07-05"," No tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? Un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. No, de los que se dan baños de pureza, del doble discurso, de la doble moral.

Si me dicen"
"\""2022-07-05"," No, es que aguanten, cada quien tiene su criterio y somos libres.

Pero si les dicen que me ayudan, por ejemplo, contesten"
"\""2022-07-05"," Sí, no, sí puedo. ​

INTERLOCUTOR"
"\""2022-07-05"," No, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la Constitución y a las leyes. Y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.

En el caso del presidente, una de las reformas a la Constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la Constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. Esa fue una reforma que se aprobó por iniciativa nuestra en el Congreso.

INTERLOCUTOR"
"\""2022-07-05"," Él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. En el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves.

INTERLOCUTOR"
"\""2022-07-05"," Por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.

INTERVENCIÓN"
