Fecha,Pregunta,Respuesta
"\""2022-07-06"," Pero no estaría mal que…

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, sí está mal —fíjate como son las cosas— sí está mal, porque no les puedes pagar dos veces.

INTERLOCUTOR"
"\""2022-07-06"," No me refiero a que les paguen dos veces, pero quizá que los reciba.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Ah, no, sí, sí, sí, dialogar.

Pero a todos, a todos, a todos recordarles, porque brotan. Bueno, la gente tiene esperanza en que las cosas cambien, mejoren, que haya justicia, nos tienen confianza, yo entiendo todo eso, pero también se debe entender de que nosotros somos simplemente administradores del dinero del pueblo y que el presupuesto es sagrado. No es que alguien organiza a un grupo que pudo ser víctima de una injusticia hace 30 años y ‘a ver, ahora usted tiene que hacerse cargo’.

Lo hacemos en algunos casos. Ya les platicaba yo de una expropiación o agraria de 1979 en el istmo, de tres mil hectáreas, y como ahora pasa por ahí, siempre ha pasado, pero se está rehabilitando el tren del istmo dicen"
"\""2022-07-06"," Le agradezco, presidente.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Para que no pase del mes.

INTERLOCUTOR"
"\""2022-07-06"," Yo sé que usted tiene un compromiso con la transparencia, pero nada más preguntar, porque pareciera que o algunos no escucharon el mensaje o no quieren entender el mensaje.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, todos escuchan, lo que pasa es que hay bastante trabajo y hay que estar recordando y empujando para que las cosas caminen. 

‘En Palacio las cosas caminan despacio’, ya tiene nota el Reforma. 

INTERLOCUTOR"
"\""2022-07-06"," Por hipocresía, presidente.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Y porque se mantiene desde hace mucho tiempo una política injusta de pagarle menos al trabajador indocumentado y de poderlo correr cuando les da la gana. ¿Cómo va a crecer una nación sin fuerza de trabajo?

Entonces mi planteamiento es"
"\""2022-07-06"," Pero, presidente, eso tendrá que pasar por el congreso, que es donde está el tapón.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Ah, sí, pero hay que enfrentar todas esas resistencias. Si no —es como aquí y como en cualquier país—, si no hay una política atrevida en beneficio de los pueblos, ni se resuelve nada ni se tiene nunca el apoyo de la gente. Son momentos de tomar decisiones, es una crisis mundial y hacen falta tomar decisiones.

Y qué voy a estar pensando en Bob Menéndez… ¿O cómo es?

INTERLOCUTOR"
"\""2022-07-06"," Bob Menéndez, sí.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR","Menéndez. ¿Qué va a decir Bob Menéndez, si se trata de asuntos de Estado, de nación?

Que el New York Times, que el Reforma. No, hay que transformar. Si se va a seguir con la misma política de siempre, pues va a continuar la decadencia, es un proceso de degradación progresivo.

Y hay ejemplos en el mundo y en Estados Unidos de decisiones firmes, lo que hizo el presidente Franklin Delano Roosevelt, que le tocó enfrentar la crisis económica y cambió la política, y sacó a su pueblo de la crisis y recuperó la confianza de muchos en que había futuro en esa gran nación. Pero fortaleció al sector público, impulsó la actividad productiva, estableció una medida que los conservadores dirían ahora ‘es populismo’"
"\""2022-07-06"," O Leo Zuckermann.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," O Leo Zuckermann.

INTERLOCUTOR"
"\""2022-07-06"," No vaya a hacer escala en Nueva York porque va a decir que ya va a empezar a destruir la Estatua de la Libertad. 

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, sí, Leo Zuckermann, o Krauze.

A ver, ¿por qué no pones lo de…? ¿No tienen por ahí, antes de que terminemos? Allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del Reforma. 

INTERLOCUTOR"
"\""2022-07-06"," Presidente, para cerrar, con todo respeto para los compañeros, creo que mi amigo Jesús Lemus, periodista independiente, no se va a enojar si le ofrezco este libro que me autografió y me dedicó, que todavía no está en librerías, que yo se lo deje para que lo lea. Si quiere, prestado o regalado, no hay problema. Se lo dejo con Jesús.

Es de un tema incómodo. No está en librerías, me lo hizo llegar y es El fiscal imperial, el eslabón más oscuro de la 4T. Y la figura central es a quien tunden en redes sociales por su lentitud, usted mismo ha admitido que le ha pedido celeridad en los casos. 

Pero en esta investigación sustentada de Jesús Lemus, que fue encarcelado en tiempos de Calderón, perseguido en tiempos de García Luna, que estuvo con los grandes capos del narcotráfico injustamente en Puente Grande, ahora escribe —digo, usted me dirá si es su amigo o no es su amigo— sobre su, su… el fiscal. Iba a decir parte de su terna, porque al final usted también lo postula. Y lo desnuda.

Y yo quiero escuchar, presidente, de usted sus razones para seguir defendiendo a este fiscal, para seguir respaldando a este fiscal. Y no se trata de golpeteo, porque también en el movimiento hay algo extraño, cuando uno está de acuerdo con usted nos golpean, nos tildan de lustrazapatos del presidente, y cuando lo criticamos nos dicen que ya nos llegaron al precio.

Pero si me permite leerle una parte de esto que me parece relevador y que me explique, que nos explique al pueblo de México por qué seguir respaldando a un personaje como Alejando Gertz Manero.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes.

INTERLOCUTOR"
"\""2022-07-06"," Los chayoteros.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? Un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. No, de los que se dan baños de pureza, del doble discurso, de la doble moral.

Si me dicen"
"\""2022-07-06"," Ya me había asustado, presidente.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, es que aguanten, cada quien tiene su criterio y somos libres.

Pero si les dicen que me ayudan, por ejemplo, contesten"
"\""2022-07-06"," Ya que abrió la puerta, presidente, si dice que buscamos justicia, nada más le faltó decir, como digo yo en el programa, ‘nótese mi sarcasmo’. Casi se me sale el corazón con su referencia.

Pero déjeme leerle sobre Alejandro Gertz Manero y explíquenos presidente si puede, si quiere…

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, no, sí puedo. ​

INTERLOCUTOR"
"\""2022-07-06"," Porque también es dueño de su silencio ¿no? ¿Por qué sigue respaldando a Alejandro Gertz Manero?

Dice Lemus en su nuevo libro El fiscal imperial, el eslabón más oscuro de la 4T que ‘la Fiscalía General de la República se ha convertido en una fiscalía imperial, que ni siquiera la figura presidencial significa un equilibrio de poder frente al desmedido poder con el que se le ha dotado al fiscal general, Alejandro Gertz’.

Dice que ‘la propia ley de la Fiscalía General de la República no da pie a equívocos bajo el amparo de una autonomía mal entendida. No existe ningún apartado dentro de la ley ni mucho menos un mecanismo legal que obligue al fiscal general a ser corregido en su actuación. Es como si nadie estuviera por encima del fiscal y sólo el fiscal estuviera por encima de la ley’.

Le leo esta parte, que creo que es la última, sobre todo devastadora o muy fuerte, dice que ‘la omisión de Gertz Manero en relación con el combate a la corrupción también se deja ver en los casos de otros actores políticos cuyos nombres se han convertido en sinónimos de corrupción y que, a pesar de las evidencias públicas que existen sobres sus conductas violatorias de las leyes mexicanas, siguen intocados, como el exgobernador de Michoacán, Silvano Aureoles; el exlíder del sindicato petrolero, Carlos Romero Deschamps; el exgobernador de Nuevo León, Jaime Rodríguez Calderón; la exdirigente del sindicato de maestros, Elba Esther Gordillo; el exgobernador de Veracruz, Fidel Herrera; el exgobernador de Aguascalientes, Luis Armando Reynoso Femat; el exgobernador del Estado de México, Arturo Montiel; los exgobernadores de Tamaulipas, Tomás Yárrington y Eugenio Hernández; el exjuez federal, Luis Armando Jerezano; el gobernador de San Luis Potosí, Ricardo Gallardo; el senador Ricardo Monreal; el exdirector de la Comisión Nacional del Agua, David Korenfeld; los exgobernadores de Chiapas, Manuel Velasco y Jaime Sabines; los exgobernadores de Coahuila, Humberto Moreira y Jorge Torres; el hermano del expresidente Carlos Salinas de Gortari, Raúl Salinas; la exvocera del entonces presidente Felipe Calderón, Alejandro Sota, y un largo etcétera, etcétera, etcétera.

‘Todos los casos arriba referidos han sido reconocidos en al menos una ocasión por parte del presidente Andrés Manuel López Obrador como atentatorios al pueblo de México. Se ha evidenciado hasta el hartazgo la corrupción que encarnaron durante su función pública, pero ni eso ha movido al fiscal Alejandro Gertz Manero para que, en el marco de sus funciones oficiales, vaya por ellos a fin de que rindan cuentas, como es la promesa presidencial y a la vez el reclamo popular de los mexicanos.

‘El fiscal sigue inexistente —así cierra el libro— inamovible, intocado, obsesionado con el poder, evadiendo cada día la impostergable cita con el juicio de la historia. Y la historia con él, con ellos, con nosotros, con todos, siempre será impecable’.

Presidente, ¿el fiscal es un fiscal imperial que a él nadie lo toca?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la Constitución y a las leyes. Y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.

En el caso del presidente, una de las reformas a la Constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la Constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. Esa fue una reforma que se aprobó por iniciativa nuestra en el Congreso.

INTERLOCUTOR"
"\""2022-07-06"," La Corte ya acusó a Gertz Manero por ejercicio indebido…

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. En el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves.

INTERLOCUTOR"
"\""2022-07-06"," Pero al artículo 102 no específica qué delitos, presidente.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.

INTERVENCIÓN"
"\""2022-07-06"," (inaudible)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Se puede denunciar, y somos libres.

Y además no descalifico al autor del libro ni a nadie, pero tenemos que probar, no es denunciar por denunciar. 

Entonces, hasta lo que yo tengo conocimiento y no soy cómplice de nadie, no establezco relaciones de complicidad con nadie, el fiscal no ha cometido delitos graves y por eso yo no he solicitado la remoción del fiscal, así de claro. 

Y cada quien tiene su manera de pensar. Yo, como presidente y responsable de la gobernabilidad del país, tengo que buscar que mantengamos la paz, la tranquilidad en México. 

Aunque no les guste a nuestros adversarios, conservadores, tenemos paz, tranquilidad. Quisiera yo que fuese plena, trabajo todos los días con ese propósito. Pero no es que vivamos en la anarquía, en el desorden.

¿Cuántas manifestaciones en contra del gobierno ha habido? ¿Cuántas veces han llenado el Zócalo para protestar en contra del gobierno? Se ha llenado el Zócalo, ¿eh? como en tres veces, dos ocasiones, porque por la pandemia no, lo han hecho las mujeres, pero eso es una lucha no en contra del gobierno. Sí, también en contra del gobierno y en defensa de sus derechos legítimos.

Pero ¿qué pasó con Frenaa? ¿Por qué no convoca Claudio X González al Zócalo?

Porque, a diferencia del ambiente que están queriendo recrear nuestros adversarios, la gente tiene confianza en el gobierno. Y hay que ver la cara, las caras de la gente, hay esperanza.

Y, bueno, si todo esto es subjetivo pues vámonos a las encuestas. Si estuviésemos tan mal, tan mal, como lo sostiene a diario el Reformay El Universal, y los columnistas conservadores, reaccionarios, pues habría una gran inconformidad.

Sí existe, desde luego, un sector conservador que está furioso y cada vez se enfurecen más porque la realidad los va desmintiendo. Imagínense, para un conservador el que se haya comprado una refinería en Estados Unidos, que en el tiempo de su admirado Salinas se había compartido con Shell y que se toma la decisión de comprarla, y en seis meses se paga, el coraje de los expertos.

Nada más imaginen cómo se sienten los que pronosticaron de que ya no se iba a necesitar el petróleo y que íbamos a los carros eléctricos, y que no midieron los tiempos. Claro que vamos y necesitamos la transición energética, pero eso lleva tiempo, no es una cosa menor.

Nosotros llevamos cuatro años buscando garantizar el internet para todos y cuando entramos pensamos que iba a ser ‘papita’, o torta de tamal o torta chilaquil o tamales de chipilín; no, no. Y no nos ha faltado presupuesto y tenemos muy buenos técnicos, pero no hay todavía la tecnología, porque se adelantaron demasiado, o sea, va más allá la propaganda de la realidad.

Entonces, por eso están muy molestos.

Imagínense si nosotros no hubiésemos rehabilitado las refinerías, si no hubiésemos optado por empezar a construir Dos Bocas, si no compramos la refinería de Deer Park, cómo estaríamos.

El coraje que les da de que el peso no se ha devaluado, el coraje que les produce que en esta inflación mundial México es de los países menos afectados. Entonces, vamos nosotros a seguir adelante, siendo muy respetuosos de todos y tomando decisiones.

Y sí está actuando la fiscalía. Está mal que yo hable aquí de algunos personajes; es más, no los voy a mencionar, pero están detenidos personajes que en otros tiempos pero ni en sueños si no se hubiesen dado estos cambios.

Otra cuestión también que hay que tomar en cuenta es que ese diseño de autonomía de la fiscalía es el equivalente a todos los órganos autónomos que fueron creando para dejar sin poder, o rodear por completo al presidente.

Entonces, vamos a continuar adelante y felicidades al autor del libro.

INTERLOCUTOR"
"\""2022-07-06"," Se lo queda Jesús.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí. Y muchas gracias a ustedes, los que nos ayudan. Son muy pocos, es una minoría. Eso sí, pocos, pero mejores.

Ya vamos… ¿No trajeron la lupa? Pásamela. Pónmela ahí. 

Ya terminamos porque, si no… Queda pendiente para mañana. Es que quiero una foto de esta, quiero la foto.

Miren, ni con los espejuelos que usaba mi abuela Úrsula.

Y antes —esto está en la primera sección ¿verdad? Pero la primera sección, sí— antes estaba en la sección… La aclaración se ponía —no en Reforma, en general— donde había el derecho a la réplica, porque no en todos los periódicos había. En los periódicos del movimiento revolucionario sí se garantizaba siempre un espacio para los opositores, para la réplica, en el periodismo de antes; luego ya sólo en algunos periódicos. Y la réplica se ponía en la sección B, C de la página 32 y luego de varios días de haberse dado la noticia falsa.

¿Cuántos días tardaron ellos en la…?

JESÚS RAMÍREZ CUEVAS, COORDINADOR GENERAL DE COMUNICACIÓN SOCIAL Y VOCERO DE PRESIDENCIA"
"\""2022-07-05"," Muy buenos días, presidente y funcionarios que lo acompañan.

Ramón Flores, de El Centinela Informa y The Human Hoy.

Presidente, usted y el ministro presidente de la Suprema Corte de Justicia dieron instrucciones de revisar el caso de Claudia Ivonne Sánchez Mayorga. Le informo que con toda saña la encargada de despacho del Juzgado Sexto Penal, Lorena Marisol Aranda Millán, condenó a Claudia a 22 años de cárcel simplemente con las imputaciones verbales de las mujeres que trabajaban libremente en el restaurante, pero extrañamente no tiene declaración patrimonial en el portal del Consejo de la Judicatura y los agentes del Ministerio Público tampoco.

Presidente, este caso lo había usted pedido que lo revisara Alejandro Encinas, que lo vieran otras personas.

Pero aquí viene que precisamente yo había aquí acusado a Terea Ulloa de que estaba reclamándole dinero al Estado y hoy, en contubernio con lo que es el Poder Judicial de la Federación, la Fiscalía General de la República, condenan a Claudia Ivonne.

Aquí le traigo la prueba de lo que van a pedir a usted como gobierno por las víctimas. Por cada víctima le van a pedir a usted cuatro millones 188 mil pesos, que es lo que está pidiendo la Clínica de Interés Público contra la Trata de Personas.

Condenaron a Claudia Ivonne sin ninguna prueba y brutalmente fue golpeada, ha sido torturada, a 22 años y están haciendo negocio con ella. Aquí está la prueba, presidente. Si me permite, ahorita entregarle la prueba.

¿Usted va a permitir que extorsionen a su gobierno con cuatro millones 188 mil pesos por cada víctima nada más poniendo a una persona inocente en la cárcel?, es la pregunta.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Lo vamos a ver hoy mismo también.

INTERLOCUTOR"
"\""2022-07-05"," ¿Puede recibir el secretario de gobierno, perdón el secretario de Gobernación a la mamá de Claudia Ivonne para que le muestre todas las pruebas?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, sí, nada más que en unos días porque tiene COVID, Adán. Ya se va a incorporar, yo creo que en estos días ya y se establece la cita, que te pongas de acuerdo con Jesús. Y sí, Adán recibe a la mamá.

INTERLOCUTOR"
"\""2022-07-05"," Sí, y le voy a dejar la prueba de lo que es, que esta señora Teresa Ulloa está pidiendo por cada víctima cuatro millones 188 mil pesos, y ella está pidiendo el moche del 10 por ciento. O sea, son bastantes víctimas ¿y cómo es posible que se pueda aceptar esto en su gobierno, presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, lo vemos.

INTERLOCUTOR"
