Fecha,Dialogo
2022-07-06," sí, es un tema que llevo para tratar con el presidente biden. no sé si convenga que yo les adelante sobre la propuesta concreta, específica, pienso que debo de esperar hasta el 12, pero sí asegurarles que es un tema central y que mi propuesta al presidente biden es una opción, es una alternativa buena para ambos pueblos y para los dos países en materia de migración.miren, hay mucha simulación en este tema, como en otros, sólo menciono una"
2022-07-06, y porque se mantiene desde hace mucho tiempo una política injusta de pagarle menos al trabajador indocumentado y de poderlo correr cuando les da la gana. ¿cómo va a crecer una nación sin fuerza de trabajo?entonces mi planteamiento es
2022-07-06," ah, sí, pero hay que enfrentar todas esas resistencias. si no —es como aquí y como en cualquier país—, si no hay una política atrevida en beneficio de los pueblos, ni se resuelve nada ni se tiene nunca el apoyo de la gente. son momentos de tomar decisiones, es una crisis mundial y hacen falta tomar decisiones.y qué voy a estar pensando en bob menéndez… ¿o cómo es?"
2022-07-06,"menéndez. ¿qué va a decir bob menéndez, si se trata de asuntos de estado, de nación?que el new york times, que el reforma. no, hay que transformar. si se va a seguir con la misma política de siempre, pues va a continuar la decadencia, es un proceso de degradación progresivo.y hay ejemplos en el mundo y en estados unidos de decisiones firmes, lo que hizo el presidente franklin delano roosevelt, que le tocó enfrentar la crisis económica y cambió la política, y sacó a su pueblo de la crisis y recuperó la confianza de muchos en que había futuro en esa gran nación. pero fortaleció al sector público, impulsó la actividad productiva, estableció una medida que los conservadores dirían ahora ‘es populismo’"
2022-07-06, o leo zuckermann.
2022-07-06," sí, sí, leo zuckermann, o krauze.a ver, ¿por qué no pones lo de…? ¿no tienen por ahí, antes de que terminemos? allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del reforma. "
2022-07-06," tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes."
2022-07-06," no tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. no, de los que se dan baños de pureza, del doble discurso, de la doble moral.si me dicen"
2022-07-06," no, es que aguanten, cada quien tiene su criterio y somos libres.pero si les dicen que me ayudan, por ejemplo, contesten"
2022-07-06," sí, no, sí puedo. ​"
2022-07-06," no, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la constitución y a las leyes. y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.en el caso del presidente, una de las reformas a la constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. esa fue una reforma que se aprobó por iniciativa nuestra en el congreso."
2022-07-06," él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. en el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves."
2022-07-06," por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.ón"
2022-07-06," se puede denunciar, y somos libres.y además no descalifico al autor del libro ni a nadie, pero tenemos que probar, no es denunciar por denunciar. entonces, hasta lo que yo tengo conocimiento y no soy cómplice de nadie, no establezco relaciones de complicidad con nadie, el fiscal no ha cometido delitos graves y por eso yo no he solicitado la remoción del fiscal, así de claro. y cada quien tiene su manera de pensar. yo, como presidente y responsable de la gobernabilidad del país, tengo que buscar que mantengamos la paz, la tranquilidad en méxico. aunque no les guste a nuestros adversarios, conservadores, tenemos paz, tranquilidad. quisiera yo que fuese plena, trabajo todos los días con ese propósito. pero no es que vivamos en la anarquía, en el desorden.¿cuántas manifestaciones en contra del gobierno ha habido? ¿cuántas veces han llenado el zócalo para protestar en contra del gobierno? se ha llenado el zócalo, ¿eh? como en tres veces, dos ocasiones, porque por la pandemia no, lo han hecho las mujeres, pero eso es una lucha no en contra del gobierno. sí, también en contra del gobierno y en defensa de sus derechos legítimos.pero ¿qué pasó con frenaa? ¿por qué no convoca claudio x gonzález al zócalo?porque, a diferencia del ambiente que están queriendo recrear nuestros adversarios, la gente tiene confianza en el gobierno. y hay que ver la cara, las caras de la gente, hay esperanza.y, bueno, si todo esto es subjetivo pues vámonos a las encuestas. si estuviésemos tan mal, tan mal, como lo sostiene a diario el reformay el universal, y los columnistas conservadores, reaccionarios, pues habría una gran inconformidad.sí existe, desde luego, un sector conservador que está furioso y cada vez se enfurecen más porque la realidad los va desmintiendo. imagínense, para un conservador el que se haya comprado una refinería en estados unidos, que en el tiempo de su admirado salinas se había compartido con shell y que se toma la decisión de comprarla, y en seis meses se paga, el coraje de los expertos.nada más imaginen cómo se sienten los que pronosticaron de que ya no se iba a necesitar el petróleo y que íbamos a los carros eléctricos, y que no midieron los tiempos. claro que vamos y necesitamos la transición energética, pero eso lleva tiempo, no es una cosa menor.nosotros llevamos cuatro años buscando garantizar el internet para todos y cuando entramos pensamos que iba a ser ‘papita’, o torta de tamal o torta chilaquil o tamales de chipilín; no, no. y no nos ha faltado presupuesto y tenemos muy buenos técnicos, pero no hay todavía la tecnología, porque se adelantaron demasiado, o sea, va más allá la propaganda de la realidad.entonces, por eso están muy molestos.imagínense si nosotros no hubiésemos rehabilitado las refinerías, si no hubiésemos optado por empezar a construir dos bocas, si no compramos la refinería de deer park, cómo estaríamos.el coraje que les da de que el peso no se ha devaluado, el coraje que les produce que en esta inflación mundial méxico es de los países menos afectados. entonces, vamos nosotros a seguir adelante, siendo muy respetuosos de todos y tomando decisiones.y sí está actuando la fiscalía. está mal que yo hable aquí de algunos personajes; es más, no los voy a mencionar, pero están detenidos personajes que en otros tiempos pero ni en sueños si no se hubiesen dado estos cambios.otra cuestión también que hay que tomar en cuenta es que ese diseño de autonomía de la fiscalía es el equivalente a todos los órganos autónomos que fueron creando para dejar sin poder, o rodear por completo al presidente.entonces, vamos a continuar adelante y felicidades al autor del libro."
2022-07-06," sí. y muchas gracias a ustedes, los que nos ayudan. son muy pocos, es una minoría. eso sí, pocos, pero mejores.ya vamos… ¿no trajeron la lupa? pásamela. pónmela ahí. ya terminamos porque, si no… queda pendiente para mañana. es que quiero una foto de esta, quiero la foto.miren, ni con los espejuelos que usaba mi abuela úrsula.y antes —esto está en la primera sección ¿verdad? pero la primera sección, sí— antes estaba en la sección… la aclaración se ponía —no en reforma, en general— donde había el derecho a la réplica, porque no en todos los periódicos había. en los periódicos del movimiento revolucionario sí se garantizaba siempre un espacio para los opositores, para la réplica, en el periodismo de antes; luego ya sólo en algunos periódicos. y la réplica se ponía en la sección b, c de la página 32 y luego de varios días de haberse dado la noticia falsa.¿cuántos días tardaron ellos en la…?ús í ,    ón  y   "
2022-07-06," o sea, al día siguiente. hay que agradecerlo.bueno, nos vemos mañana. adiós, adiós."
2022-07-05,"buenos días, buenas tardes. ánimo, ánimo.bueno, pues vamos a informar hoy, miércoles, como lo hacemos todas las semanas, sobre quién es quién en las mentiras. va a informarnos ana elizabeth garcía vilchis.y también va a informar jesús ramírez, nuestro secretario, coordinador de comunicación social, que nos ayuda mucho, nos apoya bastante. no tiene mucho aparato, como era antes, que tenían hasta asesores, especialistas en imagen y tenían que estar mucho tiempo en las relaciones públicas, y desayunaban y comían y cenaban con comunicadores o informantes, ahora es una labor de comunicación eficaz; lo más importante, veraz y austera. y ha cumplido con creces, en demasía, jesús ramírez. entonces, él nos va a informar sobre la decisión que se tomó de destinar una cantidad de la partida de publicidad del gobierno para apoyar a auténticos periodistas que trabajan por su cuenta y no tienen seguridad social. entonces, vamos a informar. se creó un comité, ya ustedes lo saben, para recibir las solicitudes. ya se inscribieron muchos, o algunos, faltan todavía, y ya hay los primeros resultados y se va a informar sobre eso.también, para que se sepa. hablando de comunicación, siempre hemos dicho que no es fácil que las cosas se sepan. a veces piensa uno que una noticia llega a todos lados; pues no. aunque se trate de una noticia muy interesante o escandalosa y se esté repitiendo una semana, pues llega al 70 por ciento de la población; si no es tan importante, pues queda en ciertos sectores. masificar la información no es asunto fácil. en nuestro país todavía la televisión sigue siendo el medio que tiene más cobertura; ya no como antes, que tenía 80 por ciento, o 70, y la radio 20 y los periódicos 10, pues ya no es así, pero sí, todavía la televisión debe de estar en las encuestas, cuando le pregunta a uno a la gente por qué medio te enteras de las noticias, la televisión debe de estar como en 45 por ciento todavía y las redes sociales como un 30, esa debe ser la proporción, 45-30; luego, la radio, que debe de tener como 15, los periódicos deben de tener cinco y el resto es a través de familias y las prácticas o las conversaciones, la comunicación que se da de boca en boca.bueno, pues vamos a escuchar a ana elizabeth, a ver cómo estuvo la semana.  ía "
2022-07-05," el tercero de aquí, usted, usted, usted. allá empezamos."
2022-07-05, lo vamos a ver hoy mismo también.
2022-07-05," sí, sí, nada más que en unos días porque tiene , adán. ya se va a incorporar, yo creo que en estos días ya y se establece la cita, que te pongas de acuerdo con jesús. y sí, adán recibe a la mamá."
2022-07-05," sí, lo vemos."
2022-07-05," sí, vamos viendo, todo lo que podamos ayudar en estos fraudes, y es cosa de ver a la consejera jurídica, estela ríos, y a pablo gómez."
2022-07-05,"estamos trabajando en veracruz y en otros estados en los programas de desarrollo urbano, se está avanzando.y vamos a pedirle a román que venga aquí y nos informe sobre cómo va el programa de intervenciones de espacios públicos, de las obras de desarrollo urbano que se están llevando a cabo en distintos lugares del país.se procura que sea una intervención de acciones integrales. por ejemplo, se está trabajando en el istmo, por el plan de comunicación de ferrocarril, de los puertos, y en las comunidades por donde pasa el tren, en los municipios, ahí se está invirtiendo y está trabajando sedatu.lo mismo en el tren maya, lo mismo en las ciudades fronterizas, sobre todo en colonias populares. aquí en el valle de méxico, en las ciudades con más marginación, como chimalhuacán, ecatepec, en todas esas ciudades hay trabajo. en las ciudades turísticas, por los contrastes, que hay hoteles de gran lujo y donde viven los trabajadores son colonias abandonadas, sin servicios, sin espacios para la recreación, para el deporte, ahí también se está trabajando.entonces, vamos a pedirle a román que venga."
2022-07-05," sí, sí, sí. para que nos informe, puede ser la semana próxima.ón"
2022-07-05," a ver, a ver, bueno, hay un orden, pero es que, si no… y luego vas tú y luego… sí, ya se pusieron… ya saben ¿verdad?"
2022-07-05,"bueno, pues que vamos a dar respuesta a tu solicitud.pienso que, antes de solicitar que se atraiga el caso, vamos a que la secretaria de seguridad pública, rosa icela rodríguez, hable con el gobierno, con quien corresponda; si es necesario, con el gobernador de querétaro, seguramente ellos están haciendo una investigación, y si vemos que no se está actuando pues entonces sí procedemos al mecanismo de atracción del caso, le solicitamos a la fiscalía, respetuosamente, que considere atraer el caso.pero que podamos ver hoy lo que se está haciendo en querétaro y enviar a un grupo de personas a hacer la investigación completa de cómo están las cosas y te damos respuesta, en este caso, mañana.eso por lo que corresponde a la investigación y al delito, y a los presuntos responsables, las causas, móviles, todo eso.y en cuanto a la salud, que es lo más importante, claro que sí, ustedes pueden ayudar con el politécnico, y le vamos a pedir al doctor alcocer que atienda también el planteamiento de ustedes."
2022-07-05,"establecemos comunicación con el doctor alcocer para que se dé la cita y ustedes procedan. y si requieren que les apoyen, les acompañen, que la directora del , nuria fernández, les atienda para ir allá y apoyar al niño."
2022-07-05," sí. ahí te pido, jesús, sobre los tres casos"
2022-07-05,"bueno, que lo vea maría luisa albores para ver si se cuenta con los permisos de impacto ambiental, todo lo que tiene que ver con la construcción y que tengamos un informe de qué se está haciendo ahí. vamos a pedirle a maría luisa, de semarnat, que nos ayude y nos presente un informe y pueda atender a los campesinos, que se establezca comunicación.nada más que tenemos que esperar a que regrese maría luisa porque está en la  precisamente presentando una denuncia por destrucción del territorio, que se está pues haciendo del conocimiento de autoridades internacionales, de organismos internacionales, es lo de calica, en quintana roo."
2022-07-05," pues nada más informar de que en ese tiempo, que hubo un despido masivo de trabajadores transitorios, yo participé y los ayudé, y cumplí, porque logramos con un movimiento pacífico que se les liquidara a todos los trabajadores. incluso tuve problemas en ese entonces porque, como siempre, ¿no?, se me acusó de agitador y de revoltoso. pero todos recibieron un pago y hay la historia sobre eso, todos, estuve aquí en el zócalo con ellos y se llegó al acuerdo de que les tenían que pagar una indemnización. eso fue en 1994 o 95, fue en aquellos tiempos que estábamos en la oposición. era salinas, en efecto, el presidente y camacho el jefe de gobierno. y se les pagó a todos.y también aclarar, o sea, porque yo los compromisos los cumplo. me vas a dejar copia del documento para ver la fecha, porque a lo mejor eso fue antes de que se les pagara."
2022-07-05," no, sí está mal —fíjate como son las cosas— sí está mal, porque no les puedes pagar dos veces."
2022-07-05," ah, no, sí, sí, sí, dialogar.pero a todos, a todos, a todos recordarles, porque brotan. bueno, la gente tiene esperanza en que las cosas cambien, mejoren, que haya justicia, nos tienen confianza, yo entiendo todo eso, pero también se debe entender de que nosotros somos simplemente administradores del dinero del pueblo y que el presupuesto es sagrado. no es que alguien organiza a un grupo que pudo ser víctima de una injusticia hace 30 años y ‘a ver, ahora usted tiene que hacerse cargo’.lo hacemos en algunos casos. ya les platicaba yo de una expropiación o agraria de 1979 en el istmo, de tres mil hectáreas, y como ahora pasa por ahí, siempre ha pasado, pero se está rehabilitando el tren del istmo dicen"
2022-07-05," no, pero vamos a resolverlo, que venga pablo mañana, ¿te parece?"
2022-07-05, para que no pase del mes.
2022-07-05," no, todos escuchan, lo que pasa es que hay bastante trabajo y hay que estar recordando y empujando para que las cosas caminen. ‘en palacio las cosas caminan despacio’, ya tiene nota el reforma. "
2022-07-05," sí, es un tema que llevo para tratar con el presidente biden. no sé si convenga que yo les adelante sobre la propuesta concreta, específica, pienso que debo de esperar hasta el 12, pero sí asegurarles que es un tema central y que mi propuesta al presidente biden es una opción, es una alternativa buena para ambos pueblos y para los dos países en materia de migración.miren, hay mucha simulación en este tema, como en otros, sólo menciono una"
2022-07-05, y porque se mantiene desde hace mucho tiempo una política injusta de pagarle menos al trabajador indocumentado y de poderlo correr cuando les da la gana. ¿cómo va a crecer una nación sin fuerza de trabajo?entonces mi planteamiento es
2022-07-05," ah, sí, pero hay que enfrentar todas esas resistencias. si no —es como aquí y como en cualquier país—, si no hay una política atrevida en beneficio de los pueblos, ni se resuelve nada ni se tiene nunca el apoyo de la gente. son momentos de tomar decisiones, es una crisis mundial y hacen falta tomar decisiones.y qué voy a estar pensando en bob menéndez… ¿o cómo es?"
2022-07-05,"menéndez. ¿qué va a decir bob menéndez, si se trata de asuntos de estado, de nación?que el new york times, que el reforma. no, hay que transformar. si se va a seguir con la misma política de siempre, pues va a continuar la decadencia, es un proceso de degradación progresivo.y hay ejemplos en el mundo y en estados unidos de decisiones firmes, lo que hizo el presidente franklin delano roosevelt, que le tocó enfrentar la crisis económica y cambió la política, y sacó a su pueblo de la crisis y recuperó la confianza de muchos en que había futuro en esa gran nación. pero fortaleció al sector público, impulsó la actividad productiva, estableció una medida que los conservadores dirían ahora ‘es populismo’"
2022-07-05, o leo zuckermann.
2022-07-05," sí, sí, leo zuckermann, o krauze.a ver, ¿por qué no pones lo de…? ¿no tienen por ahí, antes de que terminemos? allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del reforma. "
2022-07-05," tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes."
2022-07-05," no tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. no, de los que se dan baños de pureza, del doble discurso, de la doble moral.si me dicen"
2022-07-05," no, es que aguanten, cada quien tiene su criterio y somos libres.pero si les dicen que me ayudan, por ejemplo, contesten"
2022-07-05," sí, no, sí puedo. ​"
2022-07-05," no, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la constitución y a las leyes. y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.en el caso del presidente, una de las reformas a la constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. esa fue una reforma que se aprobó por iniciativa nuestra en el congreso."
2022-07-05," él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. en el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves."
2022-07-05," por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.ón"
2022-07-05," se puede denunciar, y somos libres.y además no descalifico al autor del libro ni a nadie, pero tenemos que probar, no es denunciar por denunciar. entonces, hasta lo que yo tengo conocimiento y no soy cómplice de nadie, no establezco relaciones de complicidad con nadie, el fiscal no ha cometido delitos graves y por eso yo no he solicitado la remoción del fiscal, así de claro. y cada quien tiene su manera de pensar. yo, como presidente y responsable de la gobernabilidad del país, tengo que buscar que mantengamos la paz, la tranquilidad en méxico. aunque no les guste a nuestros adversarios, conservadores, tenemos paz, tranquilidad. quisiera yo que fuese plena, trabajo todos los días con ese propósito. pero no es que vivamos en la anarquía, en el desorden.¿cuántas manifestaciones en contra del gobierno ha habido? ¿cuántas veces han llenado el zócalo para protestar en contra del gobierno? se ha llenado el zócalo, ¿eh? como en tres veces, dos ocasiones, porque por la pandemia no, lo han hecho las mujeres, pero eso es una lucha no en contra del gobierno. sí, también en contra del gobierno y en defensa de sus derechos legítimos.pero ¿qué pasó con frenaa? ¿por qué no convoca claudio x gonzález al zócalo?porque, a diferencia del ambiente que están queriendo recrear nuestros adversarios, la gente tiene confianza en el gobierno. y hay que ver la cara, las caras de la gente, hay esperanza.y, bueno, si todo esto es subjetivo pues vámonos a las encuestas. si estuviésemos tan mal, tan mal, como lo sostiene a diario el reformay el universal, y los columnistas conservadores, reaccionarios, pues habría una gran inconformidad.sí existe, desde luego, un sector conservador que está furioso y cada vez se enfurecen más porque la realidad los va desmintiendo. imagínense, para un conservador el que se haya comprado una refinería en estados unidos, que en el tiempo de su admirado salinas se había compartido con shell y que se toma la decisión de comprarla, y en seis meses se paga, el coraje de los expertos.nada más imaginen cómo se sienten los que pronosticaron de que ya no se iba a necesitar el petróleo y que íbamos a los carros eléctricos, y que no midieron los tiempos. claro que vamos y necesitamos la transición energética, pero eso lleva tiempo, no es una cosa menor.nosotros llevamos cuatro años buscando garantizar el internet para todos y cuando entramos pensamos que iba a ser ‘papita’, o torta de tamal o torta chilaquil o tamales de chipilín; no, no. y no nos ha faltado presupuesto y tenemos muy buenos técnicos, pero no hay todavía la tecnología, porque se adelantaron demasiado, o sea, va más allá la propaganda de la realidad.entonces, por eso están muy molestos.imagínense si nosotros no hubiésemos rehabilitado las refinerías, si no hubiésemos optado por empezar a construir dos bocas, si no compramos la refinería de deer park, cómo estaríamos.el coraje que les da de que el peso no se ha devaluado, el coraje que les produce que en esta inflación mundial méxico es de los países menos afectados. entonces, vamos nosotros a seguir adelante, siendo muy respetuosos de todos y tomando decisiones.y sí está actuando la fiscalía. está mal que yo hable aquí de algunos personajes; es más, no los voy a mencionar, pero están detenidos personajes que en otros tiempos pero ni en sueños si no se hubiesen dado estos cambios.otra cuestión también que hay que tomar en cuenta es que ese diseño de autonomía de la fiscalía es el equivalente a todos los órganos autónomos que fueron creando para dejar sin poder, o rodear por completo al presidente.entonces, vamos a continuar adelante y felicidades al autor del libro."
2022-07-05," sí. y muchas gracias a ustedes, los que nos ayudan. son muy pocos, es una minoría. eso sí, pocos, pero mejores.ya vamos… ¿no trajeron la lupa? pásamela. pónmela ahí. ya terminamos porque, si no… queda pendiente para mañana. es que quiero una foto de esta, quiero la foto.miren, ni con los espejuelos que usaba mi abuela úrsula.y antes —esto está en la primera sección ¿verdad? pero la primera sección, sí— antes estaba en la sección… la aclaración se ponía —no en reforma, en general— donde había el derecho a la réplica, porque no en todos los periódicos había. en los periódicos del movimiento revolucionario sí se garantizaba siempre un espacio para los opositores, para la réplica, en el periodismo de antes; luego ya sólo en algunos periódicos. y la réplica se ponía en la sección b, c de la página 32 y luego de varios días de haberse dado la noticia falsa.¿cuántos días tardaron ellos en la…?ús í ,    ón  y   "
2022-07-05," o sea, al día siguiente. hay que agradecerlo.bueno, nos vemos mañana. adiós, adiós."
2022-07-04,"buenos días. ánimo.bueno, vamos a informar, como todos los martes, sobre la situación de salud.también quedamos en informar sobre el agua en nuevo león. va a intervenir el ingeniero germán martínez santoyo, director de conagua, porque un compañero de ustedes nos pidió información sobre este tema, este asunto que le preocupa mucho a la gente de nuevo león y también del país. y hoy enviamos, y se va a explicar, la iniciativa de reforma para eliminar lo del llamado horario de verano.va a intervenir la secretaria de energía, rocío nahle, y el doctor jorge alcocer, y nos acompaña la consejera jurídica de presidencia, la maestra maría estela ríos gonzález. entonces, le damos la palabra al doctor alcocer.  ,   "
2022-07-04,"adelante. mujer, usted, usted, usted, cuatro, cinco y seis, ahí esperamos. sí se registró, ¿verdad? adelante."
2022-07-04,adelante.é  
2022-07-04," pero para información general, el martes próximo en una lámina se informa a los que hacen gestiones para sus jubilaciones, todo el manejo de pensión, se puede informar aquí."
