Fecha,Pregunta,Respuesta
2022-07-06," no vaya a hacer escala en nueva york porque va a decir que ya va a empezar a destruir la estatua de la libertad. 

 és  ló "," sí, sí, leo zuckermann, o krauze.

a ver, ¿por qué no pones lo de…? ¿no tienen por ahí, antes de que terminemos? allá arriba, en el escritorio, porque yo ya a veces la necesito, debe de haber una lupa, a ver si la bajan, una lupa, y me vas a poner la nota aclaratoria del reforma. 

"
2022-07-06," presidente, para cerrar, con todo respeto para los compañeros, creo que mi amigo jesús lemus, periodista independiente, no se va a enojar si le ofrezco este libro que me autografió y me dedicó, que todavía no está en librerías, que yo se lo deje para que lo lea. si quiere, prestado o regalado, no hay problema. se lo dejo con jesús.

es de un tema incómodo. no está en librerías, me lo hizo llegar y es el fiscal imperial, el eslabón más oscuro de la 4t. y la figura central es a quien tunden en redes sociales por su lentitud, usted mismo ha admitido que le ha pedido celeridad en los casos. 

pero en esta investigación sustentada de jesús lemus, que fue encarcelado en tiempos de calderón, perseguido en tiempos de garcía luna, que estuvo con los grandes capos del narcotráfico injustamente en puente grande, ahora escribe —digo, usted me dirá si es su amigo o no es su amigo— sobre su, su… el fiscal. iba a decir parte de su terna, porque al final usted también lo postula. y lo desnuda.

y yo quiero escuchar, presidente, de usted sus razones para seguir defendiendo a este fiscal, para seguir respaldando a este fiscal. y no se trata de golpeteo, porque también en el movimiento hay algo extraño, cuando uno está de acuerdo con usted nos golpean, nos tildan de lustrazapatos del presidente, y cuando lo criticamos nos dicen que ya nos llegaron al precio.

pero si me permite leerle una parte de esto que me parece relevador y que me explique, que nos explique al pueblo de méxico por qué seguir respaldando a un personaje como alejando gertz manero.

 és  ló "," tú tienes mucho criterio, ustedes, les comento que los periodistas seudoindependientes en la época del neoliberalismo, los seudoindependientes.

"
2022-07-06," los chayoteros.

 és  ló "," no tan así, porque la verdad es hasta de agradecer cuando alguien no presume de ser honesto y dice ‘soy charro y qué’, ¿no? un poco lo de un partido y de otro, de los que ahora forman parte del bloque conservador, que unos corruptos cínicos, y los otros corruptos hipócritas. no, de los que se dan baños de pureza, del doble discurso, de la doble moral.

si me dicen"
2022-07-06," ya me había asustado, presidente.

 és  ló "," no, es que aguanten, cada quien tiene su criterio y somos libres.

pero si les dicen que me ayudan, por ejemplo, contesten"
2022-07-06," ya que abrió la puerta, presidente, si dice que buscamos justicia, nada más le faltó decir, como digo yo en el programa, ‘nótese mi sarcasmo’. casi se me sale el corazón con su referencia.

pero déjeme leerle sobre alejandro gertz manero y explíquenos presidente si puede, si quiere…

 és  ló "," sí, no, sí puedo. ​

"
2022-07-06," porque también es dueño de su silencio ¿no? ¿por qué sigue respaldando a alejandro gertz manero?

dice lemus en su nuevo libro el fiscal imperial, el eslabón más oscuro de la 4t que ‘la fiscalía general de la república se ha convertido en una fiscalía imperial, que ni siquiera la figura presidencial significa un equilibrio de poder frente al desmedido poder con el que se le ha dotado al fiscal general, alejandro gertz’.

dice que ‘la propia ley de la fiscalía general de la república no da pie a equívocos bajo el amparo de una autonomía mal entendida. no existe ningún apartado dentro de la ley ni mucho menos un mecanismo legal que obligue al fiscal general a ser corregido en su actuación. es como si nadie estuviera por encima del fiscal y sólo el fiscal estuviera por encima de la ley’.

le leo esta parte, que creo que es la última, sobre todo devastadora o muy fuerte, dice que ‘la omisión de gertz manero en relación con el combate a la corrupción también se deja ver en los casos de otros actores políticos cuyos nombres se han convertido en sinónimos de corrupción y que, a pesar de las evidencias públicas que existen sobres sus conductas violatorias de las leyes mexicanas, siguen intocados, como el exgobernador de michoacán, silvano aureoles; el exlíder del sindicato petrolero, carlos romero deschamps; el exgobernador de nuevo león, jaime rodríguez calderón; la exdirigente del sindicato de maestros, elba esther gordillo; el exgobernador de veracruz, fidel herrera; el exgobernador de aguascalientes, luis armando reynoso femat; el exgobernador del estado de méxico, arturo montiel; los exgobernadores de tamaulipas, tomás yárrington y eugenio hernández; el exjuez federal, luis armando jerezano; el gobernador de san luis potosí, ricardo gallardo; el senador ricardo monreal; el exdirector de la comisión nacional del agua, david korenfeld; los exgobernadores de chiapas, manuel velasco y jaime sabines; los exgobernadores de coahuila, humberto moreira y jorge torres; el hermano del expresidente carlos salinas de gortari, raúl salinas; la exvocera del entonces presidente felipe calderón, alejandro sota, y un largo etcétera, etcétera, etcétera.

‘todos los casos arriba referidos han sido reconocidos en al menos una ocasión por parte del presidente andrés manuel lópez obrador como atentatorios al pueblo de méxico. se ha evidenciado hasta el hartazgo la corrupción que encarnaron durante su función pública, pero ni eso ha movido al fiscal alejandro gertz manero para que, en el marco de sus funciones oficiales, vaya por ellos a fin de que rindan cuentas, como es la promesa presidencial y a la vez el reclamo popular de los mexicanos.

‘el fiscal sigue inexistente —así cierra el libro— inamovible, intocado, obsesionado con el poder, evadiendo cada día la impostergable cita con el juicio de la historia. y la historia con él, con ellos, con nosotros, con todos, siempre será impecable’.

presidente, ¿el fiscal es un fiscal imperial que a él nadie lo toca?

 és  ló "," no, no, no, todo mundo, todos los servidores públicos tenemos que actuar con apego a la constitución y a las leyes. y si se cometen delitos graves, los servidores públicos podemos ser enjuiciados.

en el caso del presidente, una de las reformas a la constitución es de que pueda ser juzgado por cualquier delito, ya no hay el fuero constitucional, que se mantuvo desde la constitución de 1857, yo puedo ser juzgado como cualquier ciudadano. esa fue una reforma que se aprobó por iniciativa nuestra en el congreso.

"
2022-07-06," la corte ya acusó a gertz manero por ejercicio indebido…

 és  ló "," él, sí, cualquier persona puede ser juzgada, cualquier servidor público, y tiene que probarse nada más que se trata de delitos que se han cometido. en el caso de la fiscalía, para la remoción del fiscal, lo puede solicitar el presidente si considera que el fiscal ha cometido delitos graves.

"
2022-07-06," pero al artículo 102 no específica qué delitos, presidente.

 és  ló "," por eso, lo puede solicitar el presidente, nada más que yo considero, y ese es mi criterio, que el fiscal no ha cometido delitos graves.

ón"
2022-07-06," (inaudible)

 és  ló "," se puede denunciar, y somos libres.

y además no descalifico al autor del libro ni a nadie, pero tenemos que probar, no es denunciar por denunciar. 

entonces, hasta lo que yo tengo conocimiento y no soy cómplice de nadie, no establezco relaciones de complicidad con nadie, el fiscal no ha cometido delitos graves y por eso yo no he solicitado la remoción del fiscal, así de claro. 

y cada quien tiene su manera de pensar. yo, como presidente y responsable de la gobernabilidad del país, tengo que buscar que mantengamos la paz, la tranquilidad en méxico. 

aunque no les guste a nuestros adversarios, conservadores, tenemos paz, tranquilidad. quisiera yo que fuese plena, trabajo todos los días con ese propósito. pero no es que vivamos en la anarquía, en el desorden.

¿cuántas manifestaciones en contra del gobierno ha habido? ¿cuántas veces han llenado el zócalo para protestar en contra del gobierno? se ha llenado el zócalo, ¿eh? como en tres veces, dos ocasiones, porque por la pandemia no, lo han hecho las mujeres, pero eso es una lucha no en contra del gobierno. sí, también en contra del gobierno y en defensa de sus derechos legítimos.

pero ¿qué pasó con frenaa? ¿por qué no convoca claudio x gonzález al zócalo?

porque, a diferencia del ambiente que están queriendo recrear nuestros adversarios, la gente tiene confianza en el gobierno. y hay que ver la cara, las caras de la gente, hay esperanza.

y, bueno, si todo esto es subjetivo pues vámonos a las encuestas. si estuviésemos tan mal, tan mal, como lo sostiene a diario el reformay el universal, y los columnistas conservadores, reaccionarios, pues habría una gran inconformidad.

sí existe, desde luego, un sector conservador que está furioso y cada vez se enfurecen más porque la realidad los va desmintiendo. imagínense, para un conservador el que se haya comprado una refinería en estados unidos, que en el tiempo de su admirado salinas se había compartido con shell y que se toma la decisión de comprarla, y en seis meses se paga, el coraje de los expertos.

nada más imaginen cómo se sienten los que pronosticaron de que ya no se iba a necesitar el petróleo y que íbamos a los carros eléctricos, y que no midieron los tiempos. claro que vamos y necesitamos la transición energética, pero eso lleva tiempo, no es una cosa menor.

nosotros llevamos cuatro años buscando garantizar el internet para todos y cuando entramos pensamos que iba a ser ‘papita’, o torta de tamal o torta chilaquil o tamales de chipilín; no, no. y no nos ha faltado presupuesto y tenemos muy buenos técnicos, pero no hay todavía la tecnología, porque se adelantaron demasiado, o sea, va más allá la propaganda de la realidad.

entonces, por eso están muy molestos.

imagínense si nosotros no hubiésemos rehabilitado las refinerías, si no hubiésemos optado por empezar a construir dos bocas, si no compramos la refinería de deer park, cómo estaríamos.

el coraje que les da de que el peso no se ha devaluado, el coraje que les produce que en esta inflación mundial méxico es de los países menos afectados. entonces, vamos nosotros a seguir adelante, siendo muy respetuosos de todos y tomando decisiones.

y sí está actuando la fiscalía. está mal que yo hable aquí de algunos personajes; es más, no los voy a mencionar, pero están detenidos personajes que en otros tiempos pero ni en sueños si no se hubiesen dado estos cambios.

otra cuestión también que hay que tomar en cuenta es que ese diseño de autonomía de la fiscalía es el equivalente a todos los órganos autónomos que fueron creando para dejar sin poder, o rodear por completo al presidente.

entonces, vamos a continuar adelante y felicidades al autor del libro.

"
2022-07-06," se lo queda jesús.

 és  ló "," sí. y muchas gracias a ustedes, los que nos ayudan. son muy pocos, es una minoría. eso sí, pocos, pero mejores.

ya vamos… ¿no trajeron la lupa? pásamela. pónmela ahí. 

ya terminamos porque, si no… queda pendiente para mañana. es que quiero una foto de esta, quiero la foto.

miren, ni con los espejuelos que usaba mi abuela úrsula.

y antes —esto está en la primera sección ¿verdad? pero la primera sección, sí— antes estaba en la sección… la aclaración se ponía —no en reforma, en general— donde había el derecho a la réplica, porque no en todos los periódicos había. en los periódicos del movimiento revolucionario sí se garantizaba siempre un espacio para los opositores, para la réplica, en el periodismo de antes; luego ya sólo en algunos periódicos. y la réplica se ponía en la sección b, c de la página 32 y luego de varios días de haberse dado la noticia falsa.

¿cuántos días tardaron ellos en la…?

ús í ,    ón  y   "
2022-07-05," muy buenos días, presidente y funcionarios que lo acompañan.

ramón flores, de el centinela informa y the human hoy.

presidente, usted y el ministro presidente de la suprema corte de justicia dieron instrucciones de revisar el caso de claudia ivonne sánchez mayorga. le informo que con toda saña la encargada de despacho del juzgado sexto penal, lorena marisol aranda millán, condenó a claudia a 22 años de cárcel simplemente con las imputaciones verbales de las mujeres que trabajaban libremente en el restaurante, pero extrañamente no tiene declaración patrimonial en el portal del consejo de la judicatura y los agentes del ministerio público tampoco.

presidente, este caso lo había usted pedido que lo revisara alejandro encinas, que lo vieran otras personas.

pero aquí viene que precisamente yo había aquí acusado a terea ulloa de que estaba reclamándole dinero al estado y hoy, en contubernio con lo que es el poder judicial de la federación, la fiscalía general de la república, condenan a claudia ivonne.

aquí le traigo la prueba de lo que van a pedir a usted como gobierno por las víctimas. por cada víctima le van a pedir a usted cuatro millones 188 mil pesos, que es lo que está pidiendo la clínica de interés público contra la trata de personas.

condenaron a claudia ivonne sin ninguna prueba y brutalmente fue golpeada, ha sido torturada, a 22 años y están haciendo negocio con ella. aquí está la prueba, presidente. si me permite, ahorita entregarle la prueba.

¿usted va a permitir que extorsionen a su gobierno con cuatro millones 188 mil pesos por cada víctima nada más poniendo a una persona inocente en la cárcel?, es la pregunta.

 és  ló "," lo vamos a ver hoy mismo también.

"
2022-07-05," ¿puede recibir el secretario de gobierno, perdón el secretario de gobernación a la mamá de claudia ivonne para que le muestre todas las pruebas?

 és  ló "," sí, sí, nada más que en unos días porque tiene , adán. ya se va a incorporar, yo creo que en estos días ya y se establece la cita, que te pongas de acuerdo con jesús. y sí, adán recibe a la mamá.

"
2022-07-05," sí, y le voy a dejar la prueba de lo que es, que esta señora teresa ulloa está pidiendo por cada víctima cuatro millones 188 mil pesos, y ella está pidiendo el moche del 10 por ciento. o sea, son bastantes víctimas ¿y cómo es posible que se pueda aceptar esto en su gobierno, presidente?

 és  ló "," sí, lo vemos.

"
2022-07-05," por último, presidente, yo le he estado insistiendo en un tema aquí sobre el desarrollo que se tiene que llevar en río blanco, veracruz, orizaba, en nogales, mendoza. le pregunté si a usted le iba a presentar un plan román meyer. nosotros quisimos abordarlo allá en la refinería de dos bocas, no lo pudimos abordar.

¿ya le dio alguna respuesta román meyer?, porque esta región ha sido muy olvidada por muchos años, presidente. ¿ya se puede saber si se le presentó algún proyecto? ¿o qué le ha dicho román meyer sobre este tema, presidente?

 és  ló ","estamos trabajando en veracruz y en otros estados en los programas de desarrollo urbano, se está avanzando.

y vamos a pedirle a román que venga aquí y nos informe sobre cómo va el programa de intervenciones de espacios públicos, de las obras de desarrollo urbano que se están llevando a cabo en distintos lugares del país.

se procura que sea una intervención de acciones integrales. por ejemplo, se está trabajando en el istmo, por el plan de comunicación de ferrocarril, de los puertos, y en las comunidades por donde pasa el tren, en los municipios, ahí se está invirtiendo y está trabajando sedatu.

lo mismo en el tren maya, lo mismo en las ciudades fronterizas, sobre todo en colonias populares. aquí en el valle de méxico, en las ciudades con más marginación, como chimalhuacán, ecatepec, en todas esas ciudades hay trabajo. 

en las ciudades turísticas, por los contrastes, que hay hoteles de gran lujo y donde viven los trabajadores son colonias abandonadas, sin servicios, sin espacios para la recreación, para el deporte, ahí también se está trabajando.

entonces, vamos a pedirle a román que venga.

"
2022-07-05," ¿puedo venir cuando venga román?

 és  ló "," sí, sí, sí. para que nos informe, puede ser la semana próxima.

ón"
2022-07-05," hay un orden.

 és  ló "," a ver, a ver, bueno, hay un orden, pero es que, si no… y luego vas tú y luego… sí, ya se pusieron… ya saben ¿verdad?

"
2022-07-05," sí, esta investigación ya se ha llevado a cabo en algunos países de europa, estos investigadores y científicos encabezados por el investigador ricardo rangel, ya está aprobado. y seguramente, si lo recibe el doctor alcocer, hugo lópez-gatell y la gente de cofepris, pues tendrá muchos beneficios su gobierno, porque en cinco o en 10 años el issste y el  estarán en bancarrota por los millones de diabéticos o hipertensos u obesos en este país.

y en ese sentido, el politécnico en conjunto con esos investigadores podrían implementar esa técnica médica a fin de que ya no haya miles de amputaciones de manos o de extremidades o dedos, y por supuesto eso ayudaría mucho a las finanzas públicas, no solamente de su gobierno, sino de los que vengan más adelante, presidente.

 és  ló ","establecemos comunicación con el doctor alcocer para que se dé la cita y ustedes procedan. y si requieren que les apoyen, les acompañen, que la directora del , nuria fernández, les atienda para ir allá y apoyar al niño.

"
2022-07-05," sí, y con esto obviamente también miles de niños que sufren quemaduras ya no tendrían la necesidad de mandarlos a galveston, estados unidos, y evitaríamos muchos gastos, que aquí obviamente nos pueden ayudar mucho a estos niños.

 és  ló "," sí. ahí te pido, jesús, sobre los tres casos"
